"edition","name","quadrant","ring","description"
"2013-05",Semantic monitoring,Techniques,Trial,"<p>Development teams typically produce tests that specify and validate application behavior, but stop running them once the application goes into production. This is a missed opportunity. Semantic monitoring uses your tests to continuously evaluate your application, combining test-execution and realtime monitoring. With microservices, and similar fine-grained architectural approaches, it is increasingly important to test their interaction at run-time. Incorporating the validation of consumer-driven contracts into a monitoring facility is one way to approach this. While still evolving, we see great promise in the merging of two separate but important verification schemes.</p>"
"2013-05",Capturing client-side JavaScript errors,Techniques,Assess,""
"2013-05",Collaborative analytics and data science,Techniques,Assess,""
"2013-05",Development environments in the cloud,Techniques,Assess,""
"2013-05",Focus on mean time to recovery,Techniques,Assess,""
"2013-05",Machine image as a build artifact,Techniques,Assess,""
"2013-05",Minimizing application configuration,Techniques,Assess,"<p>Application configuration can be a source of pain when getting started with a new tool, managing deployments to different environments, or trying to understand why applications behave differently in different places. We are a big fan of minimizing application configuration, trying to ensure that applications work sensibly out of the box with the bare minimum of Configuration.</p>"
"2013-05",Exhaustive browser based testing,Techniques,Hold,"<p>We have previously spoken about executing automated tests at the appropriate layer of your application. In this radar, we want to be very specific - we recommend against exhaustive browser based testing. Web browser automation tools like Selenium have encouraged widespread automated testing through the browser. While these tests continue to have their place in a test portfolio, most teams find that executing the bulk of tests through the browser creates a slow and fragile test suite.</p>"
"2013-05",Elastic Search,Platforms,Adopt,""
"2013-05",MongoDB,Platforms,Adopt,""
"2013-05",Neo4J,Platforms,Adopt,""
"2013-05",Redis,Platforms,Adopt,""
"2013-05",SMS and USSD as a UI,Platforms,Adopt,""
"2013-05",HTML5 for offline applications,languages-and-frameworks,Trial,"<p>There is a tendency to equate the need for offline functionality with the need to build an app. Despite the slow standardization process, most HTML5 features have now been implemented across all major browsers. Its local storage capabilities, comprehensively supported across mobile and tablet browsers - makes HTML5 for offline applications a very suitable option.</p>"
"2013-05",BigQuery,Platforms,Trial,"<p>The amount of data that even a relatively low volume website can generate is huge. Once you add in analytics, business metrics, demographics, user profiles and multiple devices, it can become overwhelming. Many organizations use data warehouses as a repository with data being sucked in from all parts of the organization. The challenge here is that these often turn into “Data Fortresses.” Even getting timely business metrics becomes a challenge, let alone running exploratory queries across the entire data set. Technologies like the cloud based BigQuery help. The pay-as-you-go model and the ability to do ad hoc queries lets you gain insight without buying specialist hardware and software. A data-driven business should put data in the hands of the decision makers, not hidden behind technological barriers and bureaucracy.</p>"
